site,ind,mtemp,L1,deltaL_obs,deltaT
LCR_mig,5609,5.108648737,16.9,-0.1,0.005479452
LCR_mig,5610,-0.3744261,22.2,3.6,3.852054795
LCR_mig,5610,0.563889732,25.8,2.1,1.191780822
LCR_mig,5610,5.962691178,27.9,1.2,0.24109589
LCR_mig,5611,-0.764808928,29.7,3.3,3.942465753
LCR_mig,5611,-0.002585434,33,1.4,2.923287671
LCR_mig,5611,-0.256942519,34.4,1.9,5.016438356
LCR_mig,5611,2.253319455,36.3,0.2,0.208219178
LCR_mig,5611,5.95245936,36.5,0,0.252054795
LCR_mig,5612,3.309305539,28.8,0.7,0.136986301
LCR_mig,5613,-0.056991784,15.5,8.2,1.802739726
LCR_mig,5614,-1.128624808,21.5,2.3,0.994520548
LCR_mig,5614,-0.567859852,23.8,0.2,0.131506849
LCR_mig,5614,-0.373190429,24,3.3,1.893150685
LCR_mig,5614,-0.144464541,27.3,3.2,7.123287671
LCR_mig,5615,3.470924474,21.3,0.4,0.126027397
LCR_mig,5616,3.558515193,21.3,1,0.120547945
LCR_mig,5617,-0.132054327,22,6,4.136986301
LCR_mig,5618,-0.317555319,25.3,11.1,12.09589041
LCR_mig,5619,-0.36677666,12.9,0,0.005479452
LCR_mig,5619,-0.543836072,12.9,6.7,1.109589041
LCR_mig,5619,0.01888602,19.6,6.8,3.02739726
LCR_mig,5620,-0.299629664,17.5,3,0.917808219
LCR_mig,5620,0.165362154,20.5,2.7,0.797260274
LCR_mig,5621,-1.082743441,29.2,0.5,1.005479452
LCR_mig,5621,-0.330405659,29.7,2.2,3.01369863
LCR_mig,5621,-0.142763188,31.9,1.6,6.202739726
LCR_mig,5622,-0.365669337,8,8.5,0.912328767
LCR_mig,5622,0.845640251,16.5,0,0.005479452
LCR_mig,5622,-0.330905264,16.5,8.4,3.583561644
LCR_mig,5622,2.253319455,24.9,1,0.208219178
LCR_mig,5623,-1.048696914,27.4,0.5,0.071232877
LCR_mig,5623,-1.008905396,27.9,1.3,0.920547945
LCR_mig,5623,-0.168260549,29.2,6.1,8.021917808
LCR_mig,5623,2.419593398,35.3,0.2,0.197260274
LCR_mig,5624,-0.245775214,21.6,6.4,5.101369863
LCR_mig,5624,3.516931204,28,-0.1,0.123287671
LCR_mig,5625,5.864629191,28.7,2,0.282191781
LCR_mig,5626,-0.147327755,27,0.8,2.923287671
LCR_mig,5626,2.155428999,27.8,0.3,0.216438356
LCR_mig,5627,-0.579027541,18.4,5.1,2.956164384
LCR_mig,5627,-0.398581673,23.5,4.7,6.079452055
LCR_mig,5627,-0.414129775,28.2,0.6,2.934246575
LCR_mig,5627,0.439535833,28.8,0.9,1.180821918
LCR_mig,5627,4.876728048,29.7,-0.1,0.030136986
LCR_mig,5628,-0.148029486,20.6,6.1,5.073972603
LCR_mig,5629,-0.011024898,20.9,6.5,3.224657534
LCR_mig,5630,-0.00748946,23.5,6.8,3.21369863
LCR_mig,5631,-0.600151666,11,18.3,6.010958904
LCR_mig,5631,-0.285632159,29.3,2.6,4.090410959
LCR_mig,5631,0.012313161,31.9,1,3.136986301
LCR_mig,5632,0.557933927,34.2,-0.1,1.205479452
LCR_mig,5632,5.87545597,34.1,1.1,0.279452055
LCR_mig,5633,3.278911145,18.2,1.3,0.139726027
LCR_mig,5634,-0.303914602,9.5,5.7,0.991780822
LCR_mig,5634,0.509542182,15.2,0.8,0.079452055
LCR_mig,5634,0.320952238,16,0.1,0.008219178
LCR_mig,5634,-0.081428419,16.1,8.3,1.723287671
LCR_mig,5635,2.217497613,43.5,-0.3,0.210958904
LCR_mig,5635,5.186114223,43.2,0.1,0.002739726
LCR_mig,5636,0.013416216,20.1,5.4,3.008219178
LCR_mig,5636,5.186114223,25.5,-0.2,0.002739726
LCR_mig,5637,-0.132221945,19.8,7.5,4.139726027
LCR_mig,5638,-0.210357977,18.5,1.6,0.115068493
LCR_mig,5638,0.01888602,20.1,5.2,3.02739726
LCR_mig,5639,2.253319455,31.1,0.4,0.208219178
LCR_mig,5640,-0.302542578,17.6,10.3,5.506849315
LCR_mig,5640,2.291453406,27.9,-0.5,0.210958904
LCR_mig,5641,0.649760298,30.4,1.1,1.128767123
LCR_mig,5642,5.982459913,15.2,6,0.235616438
LCR_mig,5643,-0.530602383,22,3.5,1.194520548
LCR_mig,5643,0.121051085,25.5,2,1.205479452
LCR_mig,5643,-1.199216024,27.5,0,0.679452055
LCR_mig,5643,0.645328737,27.5,0.5,1.134246575
LCR_mig,5644,-0.332651996,24.3,3.9,1.816438356
LCR_mig,5644,-1.146385825,28.2,-0.2,0.016438356
LCR_mig,5644,0.210021118,28,1.2,0.994520548
LCR_mig,5644,2.372368547,29.2,1,0.205479452
LCR_mig,5645,-0.425029873,21.4,0,0.002739726
LCR_mig,5645,-0.128990942,21.4,6.8,4.147945205
LCR_mig,5646,0.016829616,18.1,7.4,3.139726027
LCR_mig,5648,-0.073586913,8.2,8.5,1.723287671
LCR_mig,5649,5.564250903,9.5,-0.1,0.008219178
LCR_mig,5649,5.641827687,9.4,0.1,0.002739726
LCR_mig,5650,5.586799512,22,-1,0.01369863
LCR_mig,5651,0.335231501,8.9,13.5,3.035616438
LCR_mig,5652,5.564250903,10.2,-0.1,0.008219178
LCR_mig,5653,-0.353530881,25.2,1.9,2.024657534
LCR_mig,5653,1.455263587,27.1,4.1,1.443835616
LCR_mig,5654,0.200878453,26.5,6.8,4.383561644
LCR_mig,5655,0.113362033,21.3,7.3,5.452054795
LCR_mig,5656,0.656446612,15.4,10.1,1.967123288
LCR_mig,5657,0.056259566,10.7,17.3,6.030136986
LCR_mig,5658,5.642191456,23.4,-0.4,0.005479452
LCR_mig,5659,1.660730518,12,11.6,1.252054795
LCR_mig,5660,5.642191456,13.5,0,0.005479452
LCR_mig,5661,5.642191456,8.7,0.1,0.005479452
LCR_mig,5662,0.280262671,24.9,1.7,0.906849315
LCR_mig,5662,4.133732985,26.6,2,0.457534247
LCR_mig,5663,0.649955598,26.1,3.5,2.04109589
LCR_mig,5664,-0.38933399,8.9,11.6,4.654794521
LCR_mig,5664,1.563428519,20.5,5.5,1.37260274
LCR_mig,5665,5.564250903,32.2,-0.5,0.008219178
LCR_mig,5666,0.658923223,9.5,11.8,1.947945205
LCR_mig,5667,0.127882183,22.5,9.5,5.315068493
LCR_mig,5668,5.750503394,15.2,-0.2,0.002739726
LCR_mig,5669,5.642191456,28.4,-0.4,0.005479452
LCR_mig,5670,5.110284652,23.7,2.6,0.364383562
LCR_mig,5671,4.30536306,27.7,3.6,0.44109589
LCR_mig,5672,0.071702959,26.5,5.8,8.375342466
LCR_mig,5673,4.957382759,29.7,2.2,0.380821918
LCR_mig,5674,5.642191456,22.9,-0.1,0.005479452
LCR_mig,5675,5.750503394,21.9,0,0.002739726
LCR_mig,5676,0.290519527,9.1,13,2.961643836
LCR_mig,5677,4.133732985,27.8,2.4,0.457534247
LCR_mig,5678,0.658454933,8.3,12.6,1.953424658
LCR_mig,5679,5.642191456,23.3,-0.4,0.005479452
LCR_mig,5680,0.112037933,18,10.4,5.460273973
LCR_mig,5681,0.657124349,16,11.5,1.961643836
LCR_mig,5681,5.58299658,27.5,0.1,0.010958904
LCR_mig,5682,0.290676294,9,15.4,2.956164384
LCR_mig,5683,-0.385544367,23.5,-0.2,0.002739726
LCR_mig,5683,-0.258119127,23.3,5.1,3.917808219
LCR_mig,5683,0.085737052,28.4,-0.1,0.079452055
LCR_mig,5683,4.985816463,28.3,2.3,0.380821918
LCR_mig,5684,0.046038269,26.6,7.1,7.460273973
LCR_mig,5685,5.550916987,8.7,-0.1,0.008219178
LCR_mig,5686,5.525256016,8.4,-0.1,0.005479452
LCR_mig,5687,4.221297391,29.5,1.9,0.463013699
LCR_mig,5688,-0.692744856,11,3.1,0.638356164
LCR_mig,5688,0.139062838,14.1,15.8,5.331506849
LCR_mig,5689,1.549479796,11.4,9.1,1.046575342
LCR_mig,5690,-0.303260705,19.1,8.4,5.594520548
LCR_mig,5690,0.423558439,27.5,3.3,3.463013699
LCR_mig,5691,4.336304608,26.4,3.9,0.452054795
LCR_mig,5692,0.202452166,25.8,1.4,0.997260274
LCR_mig,5692,0.248091268,27.2,0,0.076712329
LCR_mig,5692,5.04709314,27.2,1.8,0.38630137
LCR_mig,5693,0.682863368,8,12.5,2.054794521
GCwest,1,-0.706639988,9.7,17.4,3.282191781
GCwest,2,-0.431215373,14.7,-0.2,0.002739726
GCwest,3,-0.767599597,15,9.2,1.024657534
GCwest,3,-0.603628463,24.2,7.2,2.309589041
GCwest,4,-0.764849559,19.4,5.8,1.02739726
GCwest,5,-0.893906693,19.3,9.2,1.97260274
GCwest,6,-0.394871328,20.8,5.7,1.38630137
GCwest,7,0.589168703,21.2,3.6,0.356164384
GCwest,8,-0.402368806,22.3,7.1,1.315068493
GCwest,8,0.259045033,29.4,0.6,0.008219178
GCwest,8,-1.907380566,30,-0.1,0.652054795
GCwest,9,-0.457765045,21.3,5.1,1.246575342
GCwest,9,0.568520766,26.4,0.8,0.076712329
GCwest,9,-0.939613009,27.2,0.7,0.961643836
GCwest,10,-0.402368806,22.5,5.3,1.315068493
GCwest,10,0.280587853,27.8,-0.3,0.005479452
GCwest,11,0.666058853,25.4,4.7,0.243835616
GCwest,12,-0.459370205,29.5,3.7,1.243835616
GCwest,12,0.581473211,33.2,0.3,0.073972603
GCwest,13,-0.459370205,25.9,6,1.243835616
GCwest,14,-0.399534512,20.2,9.8,1.320547945
GCwest,15,-0.642029685,21.8,14.3,3.331506849
GCwest,15,-0.133232001,36.1,-0.3,0.002739726
GCwest,16,0.666058853,20.6,4.6,0.243835616
GCwest,17,-0.402368806,23.7,6.8,1.315068493
GCwest,18,-0.598642229,26.2,8.9,2.320547945
GCwest,19,0.666058853,21.8,4,0.243835616
GCwest,20,-0.402368806,24.2,6.1,1.315068493
GCwest,20,0.280587853,30.3,-0.8,0.005479452
GCwest,21,-0.896361546,24.3,7.2,1.975342466
GCwest,21,0.975772325,31.5,3.2,0.410958904
GCwest,22,-0.400934691,23.4,8.5,1.317808219
GCwest,23,0.666058853,20.2,3.5,0.243835616
GCwest,23,-0.64548269,23.7,3.2,1.071232877
GCwest,23,0.28748551,26.9,-0.7,0.002739726
GCwest,24,0.666058853,21.6,4.2,0.243835616
GCwest,25,-0.402368806,22.4,6.6,1.315068493
GCwest,25,0.259045033,29,0.2,0.008219178
GCwest,25,-0.792541543,29.2,2.5,1.063013699
GCwest,26,0.416341332,24.4,0.1,0.117808219
GCwest,27,-1.038753549,22.4,3.1,0.82739726
GCwest,27,0.543252819,25.5,1.8,0.304109589
GCwest,28,0.395352697,18.5,1.1,0.120547945
GCwest,28,-1.283344718,19.6,1.9,0.706849315
GCwest,29,-0.781942712,11.8,12.4,2.04109589
GCwest,30,-1.019840155,24.5,0.5,0.835616438
GCwest,30,0.74356203,25,1.1,0.161643836
GCwest,31,0.461278033,23.1,0.9,0.112328767
GCwest,32,0.481797914,15.4,0.7,0.109589041
GCwest,33,-1.115507959,25.2,4,1.704109589
GCwest,33,-0.787184554,29.2,2.8,1.994520548
GCwest,34,-1.038753549,23,1.6,0.82739726
GCwest,35,-1.253002651,25.4,-0.2,0.736986301
GCwest,36,-1.272877784,25,0.7,0.726027397
GCwest,37,-0.73409081,23.5,2,0.997260274
GCwest,37,-0.827697159,25.5,1.3,1.043835616
GCwest,38,-0.73409081,23.5,2.7,0.997260274
GCwest,39,-0.730689034,21.6,2.4,1
GCwest,40,0.416341332,21.4,0.1,0.117808219
GCwest,40,-1.103282749,21.5,3.2,1.745205479
GCwest,41,0.481797914,14.1,0.8,0.109589041
GCwest,42,-0.939205134,23.9,2.6,3.695890411
GCwest,43,-0.73409081,23,1.5,0.997260274
GCwest,44,-0.764598182,23.3,2.3,3.032876712
GCwest,45,0.373979009,10,0.5,0.123287671
GCwest,46,0.481797914,27.3,0.5,0.109589041
GCwest,47,0.416341332,26.4,0.6,0.117808219
GCwest,47,-0.623780373,27,5.2,4.920547945
GCwest,48,-0.781942712,9.9,9.6,2.04109589
GCwest,49,0.405861502,20.9,0.1,0.115068493
GCwest,50,-0.738473292,23.1,3.4,0.994520548
GCwest,51,-1.113505143,23.2,4.8,1.731506849
GCwest,52,-1.038589589,17.1,2.9,0.82739726
GCwest,53,-0.735050126,25.5,1.9,0.997260274
GCwest,53,-0.825152741,27.4,1,1.043835616
GCwest,53,-0.735078109,28.4,0.4,0.989041096
GCwest,54,0.451397785,23.9,0.4,0.109589041
GCwest,55,-0.781111336,20.3,3.3,2.04109589
GCwest,55,0.687488139,23.6,0.5,0.090410959
GCwest,56,-0.781111336,25,3.4,2.04109589
GCwest,56,-0.735078109,28.4,0.3,0.989041096
GCwest,57,-0.735050126,24.2,1.5,0.997260274
GCwest,58,-1.390919401,24.1,0.8,0.619178082
GCwest,59,-0.939768525,23.8,6.2,3.695890411
GCwest,60,0.472190549,24.4,0.2,0.106849315
GCwest,60,-1.270918292,24.6,0.1,0.717808219
GCwest,61,0.429097095,21,0.1,0.112328767
GCwest,62,-0.742958231,22.8,6.2,4.038356164
GCwest,63,-1.265956136,15.4,2.4,0.731506849
GCwest,64,-0.73565666,10.6,12,3.139726027
GCwest,65,-0.784145259,8.8,12.4,2.038356164
GCwest,66,-0.781111336,21.4,4.5,2.04109589
GCwest,67,-0.781111336,25,1.9,2.04109589
GCwest,68,-1.115602047,27.6,2.4,1.706849315
GCwest,69,-0.9405374,21,3.4,3.693150685
GCwest,70,-0.766064044,12.8,13.2,3.030136986
GCwest,71,-1.25552906,25.4,0.6,0.736986301
GCwest,71,0.72410467,26,0.4,0.087671233
GCwest,72,0.472190549,24.1,0.4,0.106849315
GCwest,72,-0.773961924,24.5,5.3,3.934246575
GCwest,73,-0.717272821,23.2,5.4,2.134246575
GCwest,73,-1.197695636,28.6,0.3,0.747945205
GCwest,73,0.808160728,28.9,-0.1,0.002739726
GCwest,74,0.451397785,25,0.4,0.109589041
GCwest,75,0.384628417,16.7,0.2,0.117808219
GCwest,75,-1.104221569,16.9,8.1,1.742465753
GCwest,76,0.429097095,10.4,1,0.112328767
GCwest,77,-1.113505143,9.6,9.1,1.731506849
GCwest,78,0.472190549,25.2,0.2,0.106849315
GCwest,79,-1.04505078,18.2,2.3,0.824657534
GCwest,80,-0.730954703,24.5,4.5,1.002739726
GCwest,80,0.605671056,29,0.5,0.068493151
GCwest,81,-0.714963195,31.4,4.1,2.142465753
GCwest,82,-0.780397831,26.3,8.7,2.04109589
GCwest,83,-1.116319701,27.5,2.3,1.731506849
GCwest,84,-0.64548269,17.5,6.9,1.071232877
GCwest,84,-0.986973368,24.4,4.1,1.764383562
GCwest,85,-0.64548269,28.5,2.9,1.071232877
GCwest,86,-1.139615965,19.5,7.1,1.608219178
GCwest,87,-0.638593821,12,8,1.079452055
GCwest,87,-0.939613009,20,5.5,0.961643836
GCwest,88,-0.64548269,26.9,6.5,1.071232877
GCwest,89,-0.783281802,25,2.8,2.038356164
GCwest,90,-0.777497905,17.6,9.2,2.043835616
GCwest,90,1.126584409,26.8,-0.3,0.035616438
GCwest,90,0.830738239,26.5,0.4,0.002739726
GCwest,91,-0.780397831,17.1,10.4,2.04109589
GCwest,92,-0.780397831,11.4,11.8,2.04109589
GCwest,92,-0.710696669,23.2,2.7,1.991780822
GCwest,93,-0.73937179,13,7.1,0.994520548
GCwest,94,-0.733699754,28.2,2,1
GCwest,94,0.592794171,30.2,0,0.071232877
GCwest,95,-0.744874141,25.6,2.8,2.079452055
GCwest,95,0.830738239,28.4,0,0.002739726
GCwest,96,-1.116319701,30.8,3.7,1.731506849
GCwest,97,-0.780397831,25,5.8,2.04109589
GCwest,98,-0.64548269,22.7,5.8,1.071232877
GCwest,98,0.28748551,28.5,0.1,0.002739726
GCwest,98,0.244648018,28.6,-0.4,0.005479452
GCwest,99,-0.640769289,22.7,2,1.076712329
GCwest,100,-0.733699754,36.7,0.7,1
GCwest,100,-0.825282297,37.4,0.1,1.04109589
GCwest,101,-0.733699754,27.2,3.3,1
GCwest,101,0.558257956,30.5,0,0.079452055
GCwest,102,-0.733699754,26.6,1.6,1
GCwest,102,-0.698587855,28.2,1.1,1.142465753
GCwest,102,-0.7807043,29.3,0,1.005479452
GCwest,103,-0.640769289,26.3,2.6,1.076712329
GCwest,104,-0.765824237,20,9.2,3.032876712
GCwest,105,-0.730954703,25.6,1.5,1.002739726
GCwest,105,0.568520766,27.1,0.4,0.076712329
GCwest,106,-0.733699754,30.4,2.4,1
GCwest,106,0.592794171,32.8,-0.2,0.071232877
GCwest,106,-1.880402902,32.6,-0.2,0.660273973
GCwest,107,-0.64548269,30.7,1.8,1.071232877
GCwest,108,-0.64548269,20.8,6.1,1.071232877
GCwest,109,-0.638593821,10.6,7.4,1.079452055
GCwest,109,-0.939613009,18,5.5,0.961643836
GCwest,110,-0.733699754,25.5,2,1
GCwest,110,-1.639495452,27.5,-0.1,0.731506849
GCwest,111,-0.64548269,18.5,7,1.071232877
GCwest,111,0.28748551,25.5,0.4,0.002739726
GCwest,111,-1.889440149,25.9,-0.3,0.657534247
GCwest,112,-0.733699754,12.4,6.6,1
GCwest,112,-0.75525309,19,6.4,1.079452055
GCwest,112,0.830738239,25.4,-0.1,0.002739726
GCwest,113,-0.733699754,25.4,3.1,1
GCwest,113,0.558257956,28.5,0.3,0.079452055
GCwest,114,-0.714963195,26,5.9,2.142465753
GCwest,115,-0.64548269,22.8,4.2,1.071232877
GCwest,116,-0.733699754,12.8,6.7,1
GCwest,116,0.592794171,19.5,0.1,0.071232877
GCwest,117,-0.745288682,9.6,13.2,3.087671233
GCwest,118,-0.730954703,12.8,6.9,1.002739726
GCwest,118,0.58157532,19.7,0.3,0.073972603
GCwest,118,0.215575638,20,0.9,0.002739726
GCwest,118,-0.855009872,20.9,5.2,1.002739726
GCwest,118,0.591834348,26.1,0,0.002739726
GCwest,119,-0.64548269,13.5,6.9,1.071232877
GCwest,120,-0.780397831,11,12.8,2.04109589
GCwest,120,1.382743485,23.8,-0.2,0.002739726
GCwest,121,-0.714963195,11.8,11.1,2.142465753
GCwest,122,-0.733699754,18.1,5.2,1
GCwest,122,0.581473211,23.3,0,0.073972603
GCwest,122,0.273411863,23.3,-0.1,0.002739726
GCwest,122,-0.929759036,23.2,2.8,0.967123288
GCwest,122,-0.659127594,26,0.1,1.104109589
GCwest,123,-0.638593821,24.2,1.5,1.079452055
GCwest,124,-0.777497905,10.6,12.4,2.043835616
GCwest,125,-0.638593821,9.4,7.2,1.079452055
GCwest,126,-0.643102773,15.1,9.2,1.073972603
GCwest,127,-0.733699754,8.5,6.5,1
GCwest,127,-0.744846906,15,10.4,3.038356164
GCwest,128,-0.640769289,13.2,8.3,1.076712329
GCwest,129,-0.780397831,29.8,5.3,2.04109589
GCwest,130,-0.765824237,27.1,4.9,3.032876712
GCwest,131,-0.733699754,31.1,2.2,1
GCwest,131,0.570479436,33.3,0.3,0.076712329
GCwest,132,-0.777497905,26.2,5.1,2.043835616
GCwest,133,-0.777497905,30.3,6.5,2.043835616
GCwest,134,-0.780397831,26.8,3.6,2.04109589
GCwest,135,-0.714963195,11.8,16.1,2.142465753
GCwest,136,-0.640769289,29.8,1.2,1.076712329
GCwest,136,0.215575638,31,0.1,0.002739726
GCwest,137,-0.744874141,10.8,12.1,2.079452055
GCwest,137,0.271589218,22.9,0.1,0.063013699
GCwest,138,-0.640769289,27.3,4.2,1.076712329
GCwest,139,-0.744874141,28.3,5.7,2.079452055
GCwest,140,-0.786322731,17.9,10.6,2.035616438
GCwest,141,-0.64548269,20.2,4.5,1.071232877
GCwest,142,-0.643102773,11.5,7.8,1.073972603
GCwest,142,0.244648018,19.3,0.4,0.005479452
GCwest,143,-0.643102773,25.7,4.8,1.073972603
GCwest,144,-0.640769289,24.7,2.5,1.076712329
GCwest,145,-0.733699754,21,3,1
GCwest,146,-0.643102773,24.7,2.3,1.073972603
GCwest,147,-0.638593821,24.5,2.3,1.079452055
GCwest,147,-0.933014444,26.8,1.5,0.964383562
GCwest,148,-0.780397831,16.7,6.9,2.04109589
GCwest,149,-0.638593821,11.6,7.3,1.079452055
GCwest,149,-0.933014444,18.9,4.2,0.964383562
GCwest,149,1.071333269,23.1,0.6,0.04109589
GCwest,150,-0.744874141,29.8,4.4,2.079452055
GCwest,151,-1.116319701,28.4,1.4,1.731506849
GCwest,151,1.100573267,29.8,0.4,0.312328767
GCwest,152,-0.786322731,12.9,9.6,2.035616438
GCwest,153,-0.730954703,24.4,3.1,1.002739726
GCwest,153,-0.828175594,27.5,2.6,1.038356164
GCwest,154,-1.254677428,23.5,1,0.723287671
GCwest,155,-0.412162977,21.2,0.3,0.005479452
GCwest,156,-0.469605012,22.3,0.2,0.010958904
GCwest,157,-0.412162977,24.4,-0.2,0.005479452
GCwest,157,-1.261109219,24.2,1.9,0.717808219
GCwest,158,-1.100253999,17,5.5,1.753424658
GCwest,159,-0.469605012,11.7,-0.1,0.010958904
GCwest,160,-0.469605012,12,0,0.010958904
GCwest,161,-0.469605012,9.8,0.1,0.010958904
GCwest,161,-1.223105912,9.9,7.2,1.597260274
GCwest,161,0.259694253,17.1,2.1,0.156164384
GCwest,162,-0.879934964,26.5,0.8,0.890410959
GCwest,163,-0.469605012,28.5,0,0.010958904
GCwest,163,-0.788784122,28.5,6,2.002739726
GCwest,163,-0.701389154,34.5,3.6,2.75890411
GCwest,164,-1.584861291,24.2,0.4,0.616438356
GCwest,165,-0.361095788,18.2,-0.5,0.002739726
GCwest,165,-1.274405166,17.7,3.5,0.715068493
GCwest,165,0.916386762,21.2,0.1,0.010958904
GCwest,166,-1.584861291,24.9,0.7,0.616438356
GCwest,167,-0.457116664,26.7,0.3,0.008219178
GCwest,168,-0.457116664,11.7,0.3,0.008219178
GCwest,168,-0.506855011,12,0,0.002739726
GCwest,169,-0.850351315,17.4,4.9,1.934246575
GCwest,170,-0.469605012,12.5,0,0.010958904
GCwest,170,-0.594954017,12.5,0.1,0.005479452
GCwest,171,-1.262639806,13,3.8,0.720547945
GCwest,171,-0.605604733,16.8,7.1,1.21369863
GCwest,172,-0.81132464,24,4.2,2.923287671
GCwest,173,-0.850351315,18,5.2,1.934246575
GCwest,174,-0.412162977,18.9,-0.2,0.005479452
GCwest,174,-1.244269422,18.7,1.3,0.723287671
GCwest,174,-0.616018601,20,4,1.205479452
GCwest,175,-0.457116664,23.1,0.2,0.008219178
GCwest,176,-0.505924172,10.1,-0.1,0.008219178
GCwest,177,-1.568606032,22.2,0.2,0.621917808
GCwest,178,-0.505924172,13.2,0.1,0.008219178
GCwest,179,-0.780532596,23.4,3.2,2.024657534
GCwest,180,-0.776274282,27.2,3.3,3.928767123
GCwest,181,-0.885837781,25.5,4.1,0.884931507
GCwest,181,-0.827697159,29.6,1.9,1.043835616
GCwest,182,-0.463838386,9.4,0.1,0.002739726
GCwest,183,-1.266081765,13,3.1,0.717808219
GCwest,184,-0.505413616,8.1,0,0.005479452
GCwest,185,-1.101411152,8.6,9.5,1.750684932
GCwest,185,1.013844844,18.1,0.1,0.002739726
GCwest,185,1.003766941,18.2,-0.2,0.008219178
GCwest,186,-0.547733237,19.6,0.4,0.002739726
GCwest,187,-0.735752032,14.9,6.7,1.02739726
GCwest,188,-0.788069325,24.3,5.9,2.008219178
GCwest,189,-0.854907325,22.4,3.8,1.926027397
GCwest,190,-0.983502865,23,5.2,3.580821918
GCwest,191,-0.540278732,17,0,0.008219178
GCwest,192,-0.527229813,26.6,-0.1,0.005479452
GCwest,192,-0.889401949,26.5,2.1,0.876712329
GCwest,193,-1.573496854,25.6,0.9,0.619178082
GCwest,194,-1.558495964,24.3,0.1,0.624657534
GCwest,195,-0.527229813,14.4,-0.1,0.005479452
GCwest,196,-0.527229813,19.6,-0.4,0.005479452
GCwest,196,-1.283344718,19.2,3.9,0.706849315
GCwest,197,-1.573496854,27,1,0.619178082
GCwest,198,-1.558495964,10.9,1.8,0.624657534
GCwest,199,-1.10241122,11.6,9.6,1.747945205
GCwest,200,-0.540278732,15,-0.1,0.008219178
GCwest,201,-0.527229813,10.7,-0.2,0.005479452
GCwest,201,-0.594954017,10.5,0.4,0.005479452
GCwest,201,-0.888039876,10.9,12.1,2.769863014
GCwest,202,-0.536703286,10.5,-0.3,0.005479452
GCwest,203,-0.855345484,19.2,2.9,1.923287671
GCwest,204,-1.592927153,12.2,1.2,0.610958904
GCwest,205,-0.981255491,13.1,11.9,3.58630137
GCwest,206,-1.271933846,10.1,3.8,0.712328767
GCwest,207,-1.24691967,10.9,3.3,0.720547945
GCwest,208,-0.623780373,10.4,17,4.917808219
GCwest,209,-1.238152857,11.6,3,0.723287671
GCwest,210,-1.271933846,12,3.4,0.712328767
GCwest,210,-1.194593033,15.4,4,0.873972603
GCwest,211,-1.103282749,18.2,5.8,1.745205479
GCwest,212,-0.506855011,12.1,-0.5,0.002739726
GCwest,213,-0.98301013,13.5,12,3.580821918
GCwest,214,-0.812322946,22.5,5.3,2.915068493
GCwest,215,-1.24093593,10.6,4.6,0.720547945
GCwest,216,-0.889401949,9.7,6.6,0.876712329
GCwest,216,0.228279698,16.3,1.1,0.139726027
GCwest,216,-0.983565991,17.4,5.3,1.750684932
GCwest,217,-1.582843902,10.2,2,0.61369863
GCwest,217,-0.432904957,12.2,8.3,1.4
GCwest,217,-1.162725218,20.5,0,0.761643836
GCwest,217,0.487948675,20.5,0.4,0.232876712
GCwest,218,-1.582843902,13.7,1.5,0.61369863
GCwest,219,-1.582843902,14.7,1.8,0.61369863
GCwest,220,-0.85210324,11.1,13.7,4.594520548
GCwest,221,-0.7877207,10.4,10.6,2.005479452
GCwest,222,-0.852521493,12.2,12.5,1.923287671
GCwest,222,0.728028375,24.7,0.7,0.082191781
GCwest,223,-1.283344718,12.4,3.8,0.706849315
GCwest,224,-1.266758338,13.3,4.2,0.712328767
GCwest,224,-0.60887536,17.5,6.2,1.210958904
GCwest,225,-0.594954017,8.8,0.2,0.005479452
GCwest,225,-1.280184671,9,2.5,0.704109589
GCwest,225,-0.605604733,11.5,7.3,1.21369863
GCwest,225,-0.74145956,18.8,1.5,0.983561644
GCwest,226,-1.249746836,9.5,3.8,0.717808219
GCwest,227,-0.855843457,11.2,10.4,1.920547945
GCwest,227,-0.981620441,21.6,2.7,0.843835616
GCwest,228,-0.776841512,13.9,21.9,3.920547945
GCwest,228,-0.00203319,35.8,3.6,0.997260274
GCwest,229,-0.984202807,25.5,3.5,3.575342466
GCwest,230,-1.226842857,9.5,7.5,1.589041096
GCwest,231,-1.258430269,9.2,2.2,0.715068493
GCwest,231,-0.519700002,11.4,10.3,1.301369863
GCwest,232,-0.984202807,12,13.6,3.575342466
GCwest,232,0.09577558,25.6,-0.1,0.002739726
GCwest,233,-0.852521493,24,3.7,1.923287671
GCwest,234,-1.283344718,25.1,1.6,0.706849315
GCwest,235,-0.594954017,10.7,-0.1,0.005479452
GCwest,236,-1.283344718,9.3,3.5,0.706849315
GCwest,236,0.903791907,12.8,0,0.002739726
GCwest,236,-0.610314722,12.8,7.4,1.210958904
GCwest,237,-0.885686014,13.2,10.5,2.778082192
GCwest,238,-1.100893208,10.5,10.1,1.745205479
GCwest,239,-1.590332204,11.6,2.5,0.610958904
GCwest,240,-0.852928505,12.3,10.9,1.920547945
GCwest,241,-0.812841886,11.7,14.4,2.909589041
GCwest,242,-1.098630865,26.4,3.5,1.745205479
GCwest,243,-0.788022337,9.2,14.5,2.002739726
GCwest,244,-1.234872089,8.4,4,0.720547945
GCwest,244,-0.985165285,12.4,6.3,1.032876712
GCwest,245,-1.28613155,12.6,3.3,0.704109589
GCwest,246,-0.780202191,9,12.1,3.01369863
GCwest,247,-1.269459592,10.2,3.5,0.709589041
