site,ind,mtemp,L1,deltaL_obs,deltaT
LCR_res,4452,-0.026996625,12,7.2,1.243835616
LCR_res,4452,-0.817240765,19.2,3.9,0.767123288
LCR_res,4453,1.106268211,9.8,6.4,0.446575342
LCR_res,4454,-0.735623119,18.7,5.3,1.761643836
LCR_res,4455,0.879294492,13.4,1.7,0.131506849
LCR_res,4455,-0.673619473,15.1,2.2,0.805479452
LCR_res,4455,0.052441542,17.3,0.2,0.079452055
LCR_res,4455,1.41114315,17.5,2.2,0.350684932
LCR_res,4456,1.128421852,24.5,3.3,0.44109589
LCR_res,4457,1.430026093,25.7,0.8,0.345205479
LCR_res,4458,-1.412844371,26.7,1.1,0.578082192
LCR_res,4458,-0.48449909,27.8,0.6,1.131506849
LCR_res,4459,1.41114315,13,4,0.350684932
LCR_res,4460,1.41114315,23.6,0.5,0.350684932
LCR_res,4460,-0.463329982,24.1,3.2,1.989041096
LCR_res,4461,-0.628468584,19,7.3,2.583561644
LCR_res,4462,-0.602448976,15.7,6.6,2.649315068
LCR_res,4463,2.06073527,14,-0.3,0.01369863
LCR_res,4463,-0.389686494,13.7,9.4,1.991780822
LCR_res,4463,2.473493101,23.1,-0.2,0.002739726
LCR_res,4463,1.484985562,22.9,1.4,0.232876712
LCR_res,4463,-0.624153846,24.3,5.1,3.643835616
LCR_res,4464,0.129764222,15.4,0.3,0.084931507
LCR_res,4465,-0.676183918,8.8,10,1.643835616
LCR_res,4465,1.529452916,18.8,1.2,0.246575342
LCR_res,4465,-1.199726491,20,1.6,0.657534247
LCR_res,4465,-0.662278309,21.6,2,0.917808219
LCR_res,4465,1.11154161,23.6,1.5,0.42739726
LCR_res,4465,-0.150991189,25.1,3.6,0.991780822
LCR_res,4465,0.916949582,28.7,0,0.010958904
LCR_res,4466,-0.50542869,21,14.4,4.950684932
LCR_res,4466,0.035193397,35.4,0.5,1.44109589
LCR_res,4467,1.474078785,11.6,1.9,0.230136986
LCR_res,4467,0.129764222,13.5,0.6,0.084931507
LCR_res,4468,-0.456296275,17.2,1.8,0.912328767
LCR_res,4468,1.106268211,19,3.6,0.446575342
LCR_res,4468,0.18759349,22.6,0.5,0.082191781
LCR_res,4468,-1.387112349,23.1,0.5,0.578082192
LCR_res,4468,1.592826188,23.6,1.8,0.331506849
LCR_res,4468,-1.34025256,25.4,2.3,0.769863014
LCR_res,4468,-0.40273333,27.7,1.1,0.810958904
LCR_res,4468,0.907385707,28.8,-0.3,0.205479452
LCR_res,4468,1.726868781,28.5,1.4,0.208219178
LCR_res,4468,-0.735816678,29.9,0.6,1.076712329
LCR_res,4468,-0.701682473,30.5,0.5,0.923287671
LCR_res,4469,-0.870261188,25.2,1.1,0.753424658
LCR_res,4470,1.113386205,16.7,3.8,0.443835616
LCR_res,4470,0.91321975,20.5,-0.2,0.010958904
LCR_res,4470,-0.276709168,20.3,3.6,0.983561644
LCR_res,4470,0.031596742,23.9,0.4,0.073972603
LCR_res,4470,-0.557247571,24.3,6.2,4
LCR_res,4471,1.430026093,11.2,3.4,0.345205479
LCR_res,4472,1.522731236,11.7,1,0.243835616
LCR_res,4472,-0.59974826,12.7,11.7,2.654794521
LCR_res,4472,1.232221484,24.4,0.2,0.115068493
LCR_res,4472,-0.476396608,24.6,1.8,2.22739726
LCR_res,4473,-0.277511797,11,0.8,0.076712329
LCR_res,4473,-0.329059182,11.8,0.2,0.002739726
LCR_res,4473,-0.272700454,12,4.3,1.115068493
LCR_res,4473,1.529452916,16.3,0.4,0.246575342
LCR_res,4473,0.078206906,16.7,0.8,0.087671233
LCR_res,4473,-0.879312934,17.5,0.1,0.002739726
LCR_res,4474,0.106087803,11.7,-0.2,0.002739726
LCR_res,4474,1.421495454,11.5,5,0.347945205
LCR_res,4474,-0.753629913,16.5,7.5,1.747945205
LCR_res,4475,-0.396795916,12.6,11.8,2.071232877
LCR_res,4475,-0.412808954,24.4,1.3,1.016438356
LCR_res,4475,1.430026093,25.7,1.1,0.345205479
LCR_res,4475,-1.229556287,26.8,0.2,0.646575342
LCR_res,4476,0.885198161,13.7,-0.2,0.002739726
LCR_res,4477,0.838251471,20,0,0.005479452
LCR_res,4478,-0.408187822,10.5,5.1,0.915068493
LCR_res,4479,0.998769023,11.6,0.9,0.128767123
LCR_res,4479,-0.438000277,12.5,3.9,0.983561644
LCR_res,4479,1.517057437,16.4,1.5,0.246575342
LCR_res,4479,-1.202962391,17.9,2.2,0.657534247
LCR_res,4479,1.265894178,20.1,4,0.416438356
LCR_res,4480,0.838251471,14.1,0.1,0.005479452
LCR_res,4481,0.885198161,13.5,-0.1,0.002739726
LCR_res,4481,-1.226301231,13.4,4.2,0.649315068
LCR_res,4482,-0.823830575,13,2.6,0.764383562
LCR_res,4483,-0.631622284,16.4,7.5,2.578082192
LCR_res,4483,-0.453323901,23.9,5.3,4.087671233
LCR_res,4484,0.054130232,14.1,7.9,1.361643836
LCR_res,4484,-1.217394418,22,2.6,0.652054795
LCR_res,4484,1.38974621,24.6,-0.1,0.101369863
LCR_res,4484,-0.222828407,24.5,5.3,1.326027397
LCR_res,4485,-0.517643854,15,10.4,2.778082192
LCR_res,4485,-0.342635968,25.4,3.8,1.279452055
LCR_res,4486,0.95005184,15,0,0.010958904
LCR_res,4486,1.248908304,15,0,0.002739726
LCR_res,4487,-0.796395374,15.1,4.8,0.77260274
LCR_res,4487,1.597284582,19.9,1.1,0.224657534
LCR_res,4488,0.838251471,22,-0.1,0.005479452
LCR_res,4489,0.047481854,14.6,0.6,0.084931507
LCR_res,4489,-0.879312934,15.2,0,0.002739726
LCR_res,4490,-1.202962391,15.1,2.8,0.657534247
LCR_res,4491,-1.414746453,14.7,1.4,0.578082192
LCR_res,4491,1.028776457,16.1,2.1,0.191780822
LCR_res,4491,-0.198197454,18.2,6.8,2.232876712
LCR_res,4492,-0.456544789,15.2,7.8,2.065753425
LCR_res,4492,-1.346064062,23,2,0.509589041
LCR_res,4493,0.885198161,24.1,-0.1,0.002739726
LCR_res,4494,1.163576489,17.9,2.2,0.432876712
LCR_res,4494,0.838251471,20.1,-0.1,0.005479452
LCR_res,4494,-0.26472175,20,3.1,1
LCR_res,4495,0.054889921,19.1,5.6,1.364383562
LCR_res,4495,0.158551035,24.7,-0.1,0.079452055
LCR_res,4495,-0.294723066,24.6,2.1,0.923287671
LCR_res,4496,-1.424446977,24.4,1,0.575342466
LCR_res,4496,1.134029779,25.4,1.2,0.493150685
LCR_res,4497,0.838251471,13,0.3,0.005479452
LCR_res,4498,0.04993809,14,7.3,1.353424658
LCR_res,4499,-0.602271324,12,6.2,0.887671233
LCR_res,4499,1.408054298,18.2,1.9,0.353424658
LCR_res,4499,-1.397069807,20.1,1.3,0.58630137
LCR_res,4499,0.393414016,21.4,0.6,0.073972603
LCR_res,4499,1.544644362,22,2.2,0.345205479
LCR_res,4499,0.263507567,24.2,0,0.002739726
LCR_res,4499,-0.056262441,24.2,0.8,0.060273973
LCR_res,4499,-1.534939409,25,1,0.682191781
LCR_res,4499,1.488378615,26,0.9,0.257534247
LCR_res,4499,-0.273557114,26.9,-0.8,0.063013699
LCR_res,4499,-1.329290714,26.1,0.4,0.512328767
LCR_res,4499,0.989730734,26.5,1.2,0.197260274
LCR_res,4499,-1.076250606,27.7,0.6,0.8
LCR_res,4499,0.526394048,28.3,0.1,0.183561644
LCR_res,4500,0.054130232,18,4.4,1.361643836
LCR_res,4501,0.463917571,13.8,2.9,0.197260274
LCR_res,4501,1.697834961,16.7,-0.1,0.01369863
LCR_res,4501,-0.711343717,16.6,2.2,0.78630137
LCR_res,4501,1.143348029,18.8,2.6,0.44109589
LCR_res,4502,1.449529278,17.2,1.4,0.342465753
LCR_res,4502,0.885198161,18.6,0,0.002739726
LCR_res,4502,0.971568227,18.6,-0.1,0.008219178
LCR_res,4503,0.207154723,15.7,0.3,0.076712329
LCR_res,4503,-1.376991639,16,-0.3,0.005479452
LCR_res,4503,-1.642966706,15.7,3.4,0.501369863
LCR_res,4503,0.357495665,19.1,0.9,0.076712329
LCR_res,4503,1.516895637,20,0.7,0.098630137
LCR_res,4504,-0.260840227,20.5,4.1,0.997260274
LCR_res,4504,-0.81138982,24.6,2.6,1.649315068
LCR_res,4504,-0.547329248,27.2,1.5,3.01369863
LCR_res,4505,-0.101067155,17,8.8,2.350684932
LCR_res,4506,-0.373965632,8.4,12.5,1.906849315
LCR_res,4506,0.018000788,20.9,0.3,0.087671233
LCR_res,4506,-0.835611328,21.2,0,0.002739726
LCR_res,4507,1.491506403,22,0,0.331506849
LCR_res,4507,-1.392513892,22,1,0.589041096
LCR_res,4508,-2.09065123,9.2,4.2,0.457534247
LCR_res,4508,0.037424649,13.4,9.6,1.430136986
LCR_res,4508,0.838251471,23,0.1,0.005479452
LCR_res,4509,-1.400840499,14,3.3,0.583561644
LCR_res,4509,1.095920349,17.3,3.9,0.501369863
LCR_res,4510,-0.166014894,13.3,8.5,2.24109589
LCR_res,4510,-1.196733155,21.8,2.6,0.660273973
LCR_res,4511,0.885198161,17.6,-0.1,0.002739726
LCR_res,4511,0.790276392,17.5,0.1,0.002739726
LCR_res,4511,-0.633361683,17.6,7,2.575342466
LCR_res,4512,0.927195607,18.3,1.1,0.120547945
LCR_res,4512,-0.407052369,19.4,2.4,0.997260274
LCR_res,4512,1.509368818,21.8,0.5,0.243835616
LCR_res,4513,0.018000788,15.2,0.3,0.087671233
LCR_res,4514,-0.008277141,14.3,-0.5,0.090410959
LCR_res,4515,0.037737597,17.5,0.7,0.104109589
LCR_res,4515,1.476343417,18.2,3.1,0.336986301
LCR_res,4515,0.018000788,21.3,0.1,0.087671233
LCR_res,4516,1.459819648,14.1,0.7,0.230136986
LCR_res,4516,-1.202962391,14.8,4.1,0.657534247
LCR_res,4517,0.838251471,14.3,-0.2,0.005479452
LCR_res,4517,-1.422153515,14.1,1.9,0.578082192
LCR_res,4517,-0.604415733,16,-0.3,0.002739726
LCR_res,4517,0.393414016,15.7,0.4,0.073972603
LCR_res,4518,0.838251471,15.6,0,0.005479452
LCR_res,4518,-0.799285654,15.6,7.1,1.709589041
LCR_res,4518,0.227275666,22.7,4.5,1.279452055
LCR_res,4519,-0.231096051,11.3,16.2,3.350684932
LCR_res,4520,0.784668135,9.3,3.3,0.205479452
LCR_res,4520,1.468645531,12.6,1,0.232876712
LCR_res,4521,0.675618414,13.1,0.1,0.002739726
LCR_res,4521,-0.464090224,13.2,2.9,0.917808219
LCR_res,4521,1.143348029,16.1,2.2,0.44109589
LCR_res,4522,0.050990462,13,4.4,1.356164384
LCR_res,4523,0.838251471,13.9,-0.2,0.005479452
LCR_res,4524,-0.889131246,13.9,8.6,1.575342466
LCR_res,4524,0.929964441,22.5,1.2,0.490410959
LCR_res,4525,0.047481854,15.6,0.9,0.084931507
LCR_res,4526,0.95005184,15.2,0.1,0.010958904
LCR_res,4527,-0.574099059,18.6,7,5.657534247
LCR_res,4527,-0.091451879,25.6,1.8,1.098630137
LCR_res,4528,0.04993809,24.3,3.5,1.353424658
LCR_res,4528,-0.89021557,27.8,0.3,1.57260274
LCR_res,4529,-0.35667643,16,9.6,2.997260274
LCR_res,4530,1.449529278,13.4,3,0.342465753
LCR_res,4531,-0.877165856,14.2,5.4,0.750684932
LCR_res,4531,2.016659105,19.6,-0.4,0.016438356
LCR_res,4531,-0.245037886,19.2,5.5,1.219178082
LCR_res,4532,-0.237285744,13.6,1.5,0.071232877
LCR_res,4532,0.04993809,15.1,6.4,1.353424658
LCR_res,4532,-0.632305648,21.5,5.3,2.569863014
LCR_res,4532,0.344881183,26.8,-0.1,0.076712329
LCR_res,4532,-0.295366723,26.7,5.5,4.342465753
LCR_res,4533,-0.412753142,14.2,6.3,1.019178082
LCR_res,4533,1.275010991,20.5,1,0.095890411
LCR_res,4533,1.468645531,19.9,4.1,0.232876712
LCR_res,4534,0.927195607,18.5,1.3,0.120547945
LCR_res,4534,-0.031179922,19.8,4,1.24109589
LCR_res,4535,0.052865122,13.3,9.5,1.35890411
LCR_res,4536,0.838251471,21.7,-0.2,0.005479452
LCR_res,4537,-0.257254396,18.1,6.8,1.008219178
LCR_res,4537,-0.646803187,24.9,3.4,1.054794521
LCR_res,4538,-0.183182261,13.2,9.1,2.224657534
LCR_res,4539,1.163576489,11.4,4.6,0.432876712
LCR_res,4539,0.885198161,16,0,0.002739726
LCR_res,4540,1.517057437,14,1.7,0.246575342
LCR_res,4541,-0.408187822,8.9,5.8,0.915068493
LCR_res,4541,0.885198161,14.7,0,0.002739726
LCR_res,4542,0.838251471,14.3,-0.3,0.005479452
LCR_res,4543,-0.866186987,14.5,5.7,0.753424658
LCR_res,4544,0.885198161,24,-0.1,0.002739726
LCR_res,4545,0.054130232,13,6,1.361643836
LCR_res,4545,0.838251471,19,-0.2,0.005479452
LCR_res,4546,0.047481854,20.4,0.8,0.084931507
LCR_res,4546,-0.879312934,21.2,-0.1,0.002739726
LCR_res,4546,-0.835611328,21.1,0.1,0.002739726
LCR_res,4546,-1.409394474,21.2,1.3,0.561643836
LCR_res,4546,1.38974621,22.5,0.5,0.101369863
LCR_res,4546,1.182750035,23,1.9,0.326027397
LCR_res,4546,-0.678996167,24.9,2.7,0.991780822
LCR_res,4546,-1.360406227,27.6,-0.1,0.504109589
LCR_res,4547,0.054889921,12.2,5.1,1.364383562
LCR_res,4547,-0.249714522,17.3,2.2,1.079452055
LCR_res,4548,-0.230398759,12.7,9.8,3.353424658
LCR_res,4549,0.879174475,14.5,0.2,0.008219178
LCR_res,4549,1.161975001,14.7,-0.2,0.002739726
LCR_res,4549,-0.142970376,14.5,0.3,0.079452055
LCR_res,4550,-0.735366605,14.8,6.7,1.761643836
LCR_res,4551,0.052654123,9.1,6.8,1.369863014
LCR_res,4551,-0.260131056,15.9,6.1,1
LCR_res,4552,-0.091274291,10.7,0.3,0.002739726
LCR_res,4552,0.037974532,11,7.8,1.432876712
LCR_res,4552,0.885198161,18.8,0.1,0.002739726
LCR_res,4552,0.790276392,18.9,0,0.002739726
LCR_res,4553,-0.574099059,14.2,12.5,5.657534247
LCR_res,4554,0.838251471,13.3,-0.2,0.005479452
LCR_res,4554,-1.234892215,13.1,5,0.646575342
LCR_res,4554,0.504258814,18.1,0,0.005479452
LCR_res,4555,-0.403223631,17.9,5.1,1.917808219
LCR_res,4555,1.170057297,23,1,0.430136986
LCR_res,4556,-0.27735964,13.6,1.4,0.073972603
LCR_res,4556,-0.410489248,15,5.4,1.02739726
LCR_res,4556,1.465321668,20.4,0,0.339726027
LCR_res,4556,0.885198161,20.4,0.1,0.002739726
LCR_res,4557,-1.414746453,20.2,1.4,0.578082192
LCR_res,4557,0.309206527,21.6,0.2,0.071232877
LCR_res,4557,1.278072755,21.8,4.9,0.419178082
LCR_res,4557,-0.681922457,26.7,3.3,0.997260274
LCR_res,4557,-1.337032954,30,-0.1,0.512328767
LCR_res,4557,-0.348289812,29.9,2.8,2.482191781
LCR_res,4558,0.885198161,18.4,-0.4,0.002739726
LCR_res,4559,-1.424446977,15,2.1,0.575342466
LCR_res,4559,0.346298909,17.1,0.6,0.084931507
LCR_res,4560,1.170057297,10.3,3.3,0.430136986
LCR_res,4561,0.885198161,15.3,-0.3,0.002739726
LCR_res,4561,-1.425740352,15,1.6,0.575342466
LCR_res,4561,-0.012799363,16.6,0.1,0.002739726
LCR_res,4561,0.351754861,16.7,0.3,0.076712329
LCR_res,4562,0.885198161,14.4,0.1,0.002739726
LCR_res,4562,-0.27246506,14.5,3.4,0.98630137
LCR_res,4562,0.04369882,17.9,0.1,0.079452055
LCR_res,4562,-0.907769423,18,5.5,1.504109589
LCR_res,4563,-1.832944744,8.2,2.8,0.471232877
LCR_res,4563,0.610768041,11,3.1,0.194520548
LCR_res,4563,2.159263716,14.1,0.7,0.005479452
LCR_res,4563,1.509368818,14.8,1.7,0.243835616
LCR_res,4563,-0.267069819,16.5,5.6,0.991780822
LCR_res,4564,1.449529278,19.4,0.8,0.342465753
LCR_res,4564,0.838251471,20.2,0.1,0.005479452
LCR_res,4565,1.156876258,20.7,2.2,0.435616438
LCR_res,4566,-1.202962391,15,3.4,0.657534247
LCR_res,4566,1.440619,18.4,1.3,0.095890411
LCR_res,4566,-0.741929439,19.7,2.5,0.95890411
LCR_res,4566,1.381613047,22.2,-0.5,0.049315068
LCR_res,4567,-1.424446977,14,3.5,0.575342466
LCR_res,4568,1.517057437,19.4,1.1,0.246575342
LCR_res,4569,1.969279944,15.9,-0.2,0.002739726
LCR_res,4569,-0.039940575,15.7,6.8,1.235616438
LCR_res,4569,0.838251471,22.5,0,0.005479452
LCR_res,4569,-1.457066492,22.5,1,0.567123288
LCR_res,4569,0.91582065,23.5,0.5,0.178082192
LCR_res,4570,1.143348029,10.9,4.3,0.44109589
LCR_res,4570,-0.258670868,15.2,5.6,1.005479452
LCR_res,4570,-0.665333968,20.8,1.2,1
LCR_res,4570,-0.282596353,22,0,0.057534247
LCR_res,4570,-1.321493274,22,1,0.517808219
LCR_res,4570,-0.611420319,23,3.2,1.063013699
LCR_res,4571,1.143348029,9.7,3.6,0.44109589
LCR_res,4572,-0.4966163,18.2,7.3,1.876712329
LCR_res,4572,-0.21161719,25.5,4.1,3.432876712
LCR_res,4573,-0.277511797,16,1,0.076712329
LCR_res,4573,0.05417532,17,9.5,1.367123288
LCR_res,4574,0.838251471,13.9,-0.2,0.005479452
LCR_res,4575,0.885198161,21.1,0,0.002739726
LCR_res,4576,-0.031179922,18.9,4.2,1.24109589
LCR_res,4577,-0.887761864,20.1,3.3,1.578082192
LCR_res,4577,-0.229705336,23.4,1.7,0.997260274
LCR_res,4577,0.43109447,25.1,0.1,0.071232877
LCR_res,4577,-0.57137644,25.2,2.2,2.934246575
LCR_res,4577,-0.194384723,27.4,1,1.079452055
LCR_res,4578,0.060965569,12.1,2.1,0.095890411
LCR_res,4578,1.449529278,14.2,2.8,0.342465753
LCR_res,4578,0.838251471,17,0.1,0.005479452
LCR_res,4578,-0.266953578,17.1,5.5,0.991780822
LCR_res,4579,-0.227974516,10.9,8.4,1.205479452
LCR_res,4579,1.452569971,19.3,1.2,0.22739726
LCR_res,4580,-0.213105629,11.5,1,0.073972603
LCR_res,4580,0.04919814,12.5,4.8,1.350684932
LCR_res,4581,1.143348029,10.2,4.5,0.44109589
LCR_res,4582,1.459819648,14,0.6,0.230136986
LCR_res,4583,0.050754344,10.6,1.8,0.098630137
LCR_res,4583,1.354027544,12.4,1.6,0.104109589
LCR_res,4583,1.491016896,14,0.1,0.238356164
LCR_res,4583,-0.260840227,14.1,4.9,0.997260274
LCR_res,4583,-0.006690536,19,0.1,0.002739726
LCR_res,4584,-0.415706506,19,2.7,1.016438356
LCR_res,4584,1.449529278,21.7,0.7,0.342465753
LCR_res,4584,0.838251471,22.4,-0.2,0.005479452
LCR_res,4584,-0.252188381,22.2,1.5,1.065753425
LCR_res,4584,-0.682357275,23.7,1.5,0.994520548
LCR_res,4585,1.14958427,11,3.7,0.438356164
LCR_res,4586,-0.454742951,12.2,5.2,0.98630137
LCR_res,4586,1.14958427,17.4,3.6,0.438356164
LCR_res,4587,-0.635729591,15.3,2.6,0.882191781
LCR_res,4587,1.449529278,17.9,1.4,0.342465753
LCR_res,4587,-0.257254396,19.3,3.4,1.008219178
LCR_res,4588,0.001767839,14.8,-0.2,0.002739726
LCR_res,4588,1.156876258,14.6,2.9,0.435616438
LCR_res,4588,-0.624727676,17.5,7.7,3.643835616
LCR_res,4589,1.449529278,19.5,1.8,0.342465753
LCR_res,4590,1.449529278,20,1.8,0.342465753
LCR_res,4590,0.207154723,21.8,0.4,0.076712329
LCR_res,4591,-1.196733155,21,1.5,0.660273973
LCR_res,4591,1.534439726,22.5,2,0.347945205
LCR_res,4591,-0.05456657,24.5,-0.4,0.057534247
LCR_res,4592,0.879174475,22.5,0,0.008219178
LCR_res,4593,1.476343417,10.8,2.1,0.336986301
LCR_res,4593,0.95005184,12.9,0.1,0.010958904
LCR_res,4593,-0.273624671,13,6.6,0.989041096
LCR_res,4594,0.05417532,14.4,10.1,1.367123288
LCR_res,4595,1.03375183,13,2.1,0.128767123
LCR_res,4595,-0.054119764,15.1,6.2,1.224657534
LCR_res,4595,-0.260840227,21.3,2.1,0.997260274
LCR_res,4596,0.054130232,12.3,8,1.361643836
LCR_res,4596,0.838251471,20.3,-0.1,0.005479452
LCR_res,4597,1.408054298,14.4,3.2,0.353424658
LCR_res,4598,0.927195607,15.6,1.5,0.120547945
LCR_res,4598,-0.031179922,17.1,6,1.24109589
LCR_res,4599,-0.380813806,11.7,8.7,2.010958904
LCR_res,4599,1.449529278,20.4,1,0.342465753
LCR_res,4599,-0.643656671,21.4,4.7,3.567123288
LCR_res,4600,0.037728386,9.3,8.7,1.435616438
LCR_res,4600,-0.455554519,18,6.5,2.076712329
LCR_res,4601,-0.461835437,13.4,13,2
LCR_res,4601,-0.150991189,26.4,1.5,0.991780822
LCR_res,4602,0.178077976,12.7,-0.2,0.002739726
LCR_res,4602,-0.350724612,12.5,4.7,0.917808219
LCR_res,4602,-0.188603393,17.2,0.4,0.079452055
LCR_res,4602,0.050990462,17.6,3.4,1.356164384
LCR_res,4602,0.885198161,21,0,0.002739726
LCR_res,4603,-0.360251878,19.2,8.9,2.989041096
LCR_res,4604,-0.464233209,13.9,3.7,0.920547945
LCR_res,4604,1.14958427,17.6,3.7,0.438356164
LCR_res,4605,0.879174475,19.8,-0.3,0.008219178
LCR_res,4606,0.037974532,11.3,9.4,1.432876712
LCR_res,4607,0.037728386,21.7,2.2,1.435616438
LCR_res,4607,0.018000788,23.9,0.2,0.087671233
LCR_res,4607,-0.835611328,24.1,-0.2,0.002739726
LCR_res,4608,0.95005184,18.7,-0.1,0.010958904
LCR_res,4609,-0.426783698,9.5,0.1,0.005479452
LCR_res,4609,-1.225506065,9.6,7.1,0.723287671
LCR_res,4609,-0.404814278,16.7,6.8,1.980821918
LCR_res,4609,1.509368818,23.5,1.1,0.243835616
LCR_res,4609,0.885198161,24.6,-0.2,0.002739726
LCR_res,4609,-0.010458965,24.4,-0.2,0.084931507
LCR_res,4610,-0.687743286,13.8,2.5,0.797260274
LCR_res,4610,0.054261584,16.3,1,0.087671233
LCR_res,4610,1.418300723,17.3,2.7,0.350684932
LCR_res,4611,1.465321668,17.2,1.7,0.339726027
LCR_res,4612,1.143348029,17.3,1.5,0.44109589
LCR_res,4612,-1.424446977,18.8,0.9,0.575342466
LCR_res,4613,1.435943548,17.4,1.4,0.345205479
LCR_res,4614,-1.397069807,14,2.5,0.58630137
LCR_res,4615,0.059462217,10.4,2.2,0.095890411
LCR_res,4615,1.435943548,12.6,1.9,0.345205479
LCR_res,4615,-1.414746453,14.5,2.1,0.578082192
LCR_res,4615,-0.435026124,16.6,3.9,1.164383562
LCR_res,4616,1.435943548,12.8,2.2,0.345205479
LCR_res,4616,0.838251471,15,0,0.005479452
LCR_res,4617,1.465321668,11.6,2,0.339726027
LCR_res,4618,0.879174475,16.2,0.2,0.008219178
LCR_res,4618,-0.635067003,16.4,6,2.57260274
LCR_res,4619,-0.456544789,20.4,5.4,2.065753425
LCR_res,4619,-1.357358586,25.8,-0.3,0.495890411
LCR_res,4620,0.885198161,23.5,-0.1,0.002739726
LCR_res,4621,-0.101067155,12.5,13.2,2.350684932
LCR_res,4622,-0.46382793,18.6,5.4,1.991780822
LCR_res,4623,-0.443499404,20.6,1.1,1.002739726
LCR_res,4623,1.163576489,21.7,0.3,0.432876712
LCR_res,4623,-0.887761864,22,1.2,1.578082192
LCR_res,4624,-0.950844828,8.7,10.3,1.517808219
LCR_res,4624,-0.443242186,19,3.5,1.002739726
LCR_res,4624,1.176567902,22.5,2.3,0.42739726
LCR_res,4624,0.879174475,24.8,-0.4,0.008219178
LCR_res,4625,1.449529278,18.1,1.4,0.342465753
LCR_res,4626,1.527789742,12.6,0.7,0.252054795
LCR_res,4627,-0.638500504,15,3.5,0.873972603
LCR_res,4627,1.408054298,18.5,2.6,0.353424658
LCR_res,4627,0.207154723,21.1,0.4,0.076712329
LCR_res,4627,-1.658722504,21.5,0.7,0.501369863
LCR_res,4627,1.337525168,22.2,1.4,0.419178082
LCR_res,4627,-0.034909285,23.6,0,0.068493151
LCR_res,4628,0.838251471,16.3,0.3,0.005479452
LCR_res,4628,-1.22019088,16.6,3.3,0.652054795
LCR_res,4628,-0.436960948,19.9,4.6,1.917808219
LCR_res,4628,1.344768265,24.5,1.9,0.416438356
LCR_res,4628,0.886640636,26.4,-0.2,0.008219178
LCR_res,4628,-0.80171912,26.2,2.2,0.989041096
LCR_res,4628,0.103187155,28.4,0.1,0.005479452
LCR_res,4628,-0.593877389,28.5,1,1.063013699
LCR_res,4629,-0.255578321,14.4,3.3,1.010958904
LCR_res,4630,0.052865122,18.3,4.9,1.35890411
LCR_res,4630,0.95005184,23.2,0.1,0.010958904
LCR_res,4631,1.449529278,12.3,2.5,0.342465753
LCR_res,4631,-1.202962391,14.8,1.5,0.657534247
LCR_res,4631,1.279743877,16.3,1.8,0.41369863
LCR_res,4632,-1.40808965,22.4,0.7,0.580821918
LCR_res,4632,1.346486077,23.1,1.1,0.416438356
LCR_res,4632,-0.119310703,24.2,0.1,0.087671233
LCR_res,4633,-0.711343717,15.7,3.5,0.78630137
LCR_res,4633,1.143348029,19.2,3.4,0.44109589
LCR_res,4633,-1.424446977,22.6,1.7,0.575342466
LCR_res,4633,0.60983105,24.3,0,0.002739726
LCR_res,4633,0.326512461,24.3,-0.2,0.073972603
LCR_res,4633,1.554979163,24.1,1.9,0.345205479
LCR_res,4633,-0.034909285,26,0.1,0.068493151
LCR_res,4633,-0.304896245,26.1,-0.1,0.005479452
LCR_res,4634,1.501062109,14,1,0.24109589
LCR_res,4635,1.452569971,14.4,0.8,0.22739726
LCR_res,4636,-0.494456852,12.5,-0.2,0.002739726
LCR_res,4636,1.465321668,12.3,2.6,0.339726027
LCR_res,4636,0.885198161,14.9,-0.1,0.002739726
LCR_res,4637,1.426738265,33,0.4,0.347945205
LCR_res,4638,-0.168940591,13.8,13.9,2.238356164
LCR_res,4639,-0.732547097,22.4,5.1,1.764383562
LCR_res,4639,-0.411202417,27.5,1.1,0.802739726
LCR_res,4639,-0.663287087,28.6,1,1.01369863
LCR_res,4640,-1.392513892,14,2.8,0.589041096
LCR_res,4640,-0.489750443,16.8,4.9,1.117808219
LCR_res,4640,1.584666421,21.7,1,0.279452055
LCR_res,4640,-0.654038819,22.7,5.3,3.591780822
LCR_res,4640,0.322963654,28,0.2,0.076712329
LCR_res,4641,1.509368818,13.1,1.1,0.243835616
LCR_res,4641,-0.796628653,14.2,12.4,1.712328767
LCR_res,4641,0.825519623,26.6,-0.1,0.002739726
LCR_res,4641,1.566469691,26.5,2.7,0.279452055
LCR_res,4641,-0.282240461,29.2,-0.2,0.073972603
LCR_res,4641,-0.006429749,29,0,0.005479452
LCR_res,4641,-1.127021937,29,0,0.578082192
LCR_res,4642,-0.547754094,28.1,2.3,3.950684932
LCR_res,4642,-0.317922547,30.4,-0.2,1.073972603
LCR_res,4642,0.054889921,30.2,0.4,1.364383562
LCR_res,4643,-0.891773497,18.4,5.2,1.569863014
LCR_res,4644,-1.424446977,19.3,2,0.575342466
LCR_res,4645,-0.403071436,12.3,6.6,1.090410959
LCR_res,4645,1.435943548,18.9,1.1,0.345205479
LCR_res,4646,-1.392513892,15.1,3.4,0.589041096
LCR_res,4646,0.424540698,18.5,0.5,0.071232877
LCR_res,4646,0.361686721,19,0,0.005479452
LCR_res,4646,1.553403696,19,2.3,0.342465753
LCR_res,4646,0.356079787,21.3,-0.3,0.002739726
LCR_res,4646,-1.421387633,21,2.6,0.739726027
LCR_res,4646,1.291961455,23.6,0.7,0.01369863
